RID,datetime,idn,carrier,date,connection,arrival,delay_in_min,name,results
ci40078191,6-05-2022  7:355:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:07,0,Gdańsk Politechnika,0
pr2022221001,6-05-2022  7:355:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:237:00 AM,21,Gdańsk Politechnika,1
av91068038,6-05-2022  7:355:00 AM,5572335,POLREGIO Sp. z o.o.,06-05-22,Laskowice Pomorskie - Gdynia Chylonia,7:237:00 AM,0,Gdańsk Oliwa,0
nn00844569,6-05-2022  7:355:00 AM,5400/35  ,PKP Intercity,06-05-22,Gdynia Główna - Gliwice,7:43,0,Gdańsk Oliwa,0
us6000i9cd,6-05-2022  7:355:00 AM,506238/9  ,POLREGIO Sp. z o.o.,06-05-22,Elbląg - Gdynia Chylonia,7:45,10,Gdańsk Oliwa,1
nn00844568,6-05-2022  7:355:00 AM,8523023,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Bydgoszcz Główna,7:49,30,Gdańsk Oliwa,1
nn00844566,6-05-2022  7:355:00 AM,96955/4  ,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Kościerzyna - Gdynia Główna,8:03,0,Gdańsk Oliwa,0
nn00845144,6-05-2022  7:355:00 AM,55587,POLREGIO Sp. z o.o.,06-05-22,Smętowo - Gdynia Chylonia,8:08,23,Gdańsk Oliwa,1
nc73765930,6-05-2022  7:355:00 AM,353570/35  KARPATY,PKP Intercity,06-05-22,Kraków Główny - Gdynia Główna,8:357:00 AM,99,Gdańsk Oliwa,1
hv73103842,6-05-2022  7:355:00 AM,5835023/3  ŻUŁAWY,PKP Intercity,06-05-22,Olsztyn Główny - Szczecin Główny,8:39,0,Gdańsk Oliwa,0
nn00844564,6-05-2022  7:355:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:40,0,Gdańsk Politechnika,0
ci40078183,6-05-2022  7:355:00 AM,7500/35  BAŁTYK,PKP Intercity,06-05-22,Poznań Główny - Gdynia Główna,8:47,31,Gdańsk Oliwa,1
nc73765925,6-05-2022  7:355:00 AM,8300/35  ,PKP Intercity,06-05-22,Kołobrzeg - Kraków Główny,8:48,0,Gdańsk Oliwa,0
ci40078175,6-05-2022  7:355:00 AM,355350/35  NEPTUN,PKP Intercity,06-05-22,Warszawa Zachodnia - Gdynia Główna,9:3535:00 AM,0,Gdańsk Oliwa,0
nn00845131,6-05-2022  7:355:00 AM,96957/6  ,POLREGIO Sp. z o.o.,06-05-22,Kościerzyna - Gdynia Główna,9:357:00 AM,21,Gdańsk Oliwa,1
ak022a5p0kp2,6-05-2022  7:355:00 AM,853509/8  STAŃCZYK,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,9:335:00 AM,0,Gdańsk Oliwa,0
ci40078167,6-05-2022  7:355:00 AM,504735,POLREGIO Sp. z o.o.,06-05-22,Bydgoszcz Główna - Gdynia Główna,9:59,17,Gdańsk Oliwa,1
ci40078159,6-05-2022  7:355:00 AM,753506/7  LEDNICA,PKP Intercity,06-05-22,Poznań Główny - Gdynia Główna,350:04:00 AM,12,Gdańsk Oliwa,1
ak022a5oy01g,6-05-2022  7:355:00 AM,35500/35  ,PKP Intercity,06-05-22,Warszawa Centralna - Gdynia Główna,350:350:00 AM,0,Gdańsk Oliwa,0
tx2022pmwn,6-05-2022  7:355:00 AM,35535355  KOCIEWIE,PKP Intercity,06-05-22,Włocławek - Gdynia Główna,350:236:00 AM,0,Gdańsk Oliwa,0
hv73103817,6-05-2022  7:355:00 AM,35350/35  ,PKP Intercity,06-05-22,Kraków Główny - Gdynia Główna,3535:3523:00 AM,11,Gdańsk Oliwa,1
ci37510429,6-05-2022  7:355:00 AM,853507/6  GRYF,PKP Intercity,06-05-22,Szczecin Główny - Olsztyn Główny,3535:37:00 AM,0,Gdańsk Oliwa,0
pr71364318,6-05-2022  7:355:00 AM,6505/4  MIESZKO,PKP Intercity,06-05-22,Wrocław Główny - Gdynia Główna,3535:523:00 AM,0,Gdańsk Oliwa,0
ci40078151,6-05-2022  7:355:00 AM,4506/7  ,PKP Intercity,06-05-22,Gliwice - Gdynia Główna,3523:353:00 PM,21,Gdańsk Oliwa,1
nn00845130,6-05-2022  7:355:00 AM,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:2335:00 AM,0,Gdańsk Zaspa,0
nn00845129,6-05-2022  7:355:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:2323:00 AM,0,Gdańsk Zaspa,0
nn00845127,6-05-2022  7:355:00 AM,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:335:00 AM,34,Gdańsk Zaspa,1
hv73103787,6-05-2022  7:355:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:33,0,Gdańsk Zaspa,0
ci40078135,6-05-2022  7:355:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:435:00 AM,0,Gdańsk Zaspa,0
ci40078119,6-05-2022  7:355:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:423:00 AM,12,Gdańsk Zaspa,1
ak022a5og1hv,6-05-2022  7:355:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:523:00 AM,0,Gdańsk Zaspa,0
ci40078127,6-05-2022  7:355:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:523:00 AM,0,Gdańsk Zaspa,0
ok2022pmvc,6-05-2022  7:355:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:035:00 AM,21,Gdańsk Zaspa,1
ok2022pmvb,6-05-2022  7:355:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:2335:00 AM,0,Gdańsk Zaspa,0
nn00845126,6-05-2022  7:355:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:34,0,Gdańsk Zaspa,0
nc73765920,6-05-2022  7:355:00 AM,962308,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Wrzeszcz,7:357:00 AM,36,Gdańsk Wrzeszcz,1
nc73765915,6-05-2022  7:355:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:359:00 AM,0,Gdańsk Wrzeszcz,0
nn00844563,6-05-2022  7:355:00 AM,96554/5  ,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Kartuzy - Gdańsk Główny,7:233:00 AM,0,Gdańsk Wrzeszcz,0
us6000i9bu,6-05-2022  7:355:00 AM,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:233:00 AM,38,Gdańsk Wrzeszcz,1
pr2022221000,6-05-2022  7:355:00 AM,5572335,POLREGIO Sp. z o.o.,06-05-22,Laskowice Pomorskie - Gdynia Chylonia,7:234:00 AM,0,Gdańsk Wrzeszcz,0
ci40078111,6-05-2022  7:355:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:30,0,Gdańsk Wrzeszcz,0
ak022a5o0fd7,6-05-2022  7:355:00 AM,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:33,38,Gdańsk Wrzeszcz,1
nn00845123,6-05-2022  7:355:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:39,0,Gdańsk Wrzeszcz,0
nn00844560,6-05-2022  7:355:00 AM,935406/7  ,Koleje Mazowieckie,06-05-22,Łowicz Główny - Warszawa Wschodnia,7:358:00 AM,41,Warszawa Włochy,1
us6000i9br,6-05-2022  7:355:00 AM,2335300/35  ,Koleje Mazowieckie,06-05-22,Dęblin - Grodzisk Mazowiecki,7:359:00 AM,0,Warszawa Włochy,0
nn00844558,6-05-2022  7:355:00 AM,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:239:00 AM,45,Warszawa Włochy,1
hv73103762,6-05-2022  7:355:00 AM,935448,Koleje Mazowieckie,06-05-22,Sochaczew - Warszawa Główna,7:323:00 AM,0,Warszawa Włochy,0
ci40078103,6-05-2022  7:355:00 AM,99308/9  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:33,0,Warszawa Włochy,0
nc73765900,6-05-2022  7:355:00 AM,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:36,32,Warszawa Włochy,1
ci40078095,6-05-2022  7:355:00 AM,359404/5  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Sochaczew,7:40,0,Warszawa Włochy,0
nc73765895,6-05-2022  7:355:00 AM,935306/7  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:435:00 AM,0,Warszawa Włochy,0
nc71128744,6-05-2022  7:355:00 AM,9354523/3  ,Koleje Mazowieckie,06-05-22,Teresin Niepokalanów - Warszawa Wschodnia,7:49,21,Warszawa Włochy,1
nc73765885,6-05-2022  7:355:00 AM,506238/9  ,POLREGIO Sp. z o.o.,06-05-22,Elbląg - Gdynia Chylonia,7:435:00 AM,0,Gdańsk Wrzeszcz,0
hv73103732,6-05-2022  7:355:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:43,0,Gdańsk Wrzeszcz,0
us6000i9bl,6-05-2022  7:355:00 AM,5400/35  ,PKP Intercity,06-05-22,Gdynia Główna - Gliwice,7:47,41,Gdańsk Wrzeszcz,1
pr71364298,6-05-2022  7:355:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:49,0,Gdańsk Wrzeszcz,0
ci40078079,6-05-2022  7:355:00 AM,96955/4  ,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Kościerzyna - Gdynia Główna,7:523:00 AM,21,Gdańsk Wrzeszcz,1
us6000i9bk,6-05-2022  7:355:00 AM,8523023,POLREGIO Sp. z o.o.,06-05-22,Słupsk - Bydgoszcz Główna,7:54,0,Gdańsk Wrzeszcz,0
nn00844554,6-05-2022  7:355:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:54,23,Gdańsk Wrzeszcz,1
nn00844553,6-05-2022  7:355:00 AM,9623350,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Wrzeszcz,8:023:00 AM,0,Gdańsk Wrzeszcz,0
hv73103697,6-05-2022  7:355:00 AM,55587,POLREGIO Sp. z o.o.,06-05-22,Smętowo - Gdynia Chylonia,8:04,21,Gdańsk Wrzeszcz,1
nc73765870,6-05-2022  7:355:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:04,0,Gdańsk Wrzeszcz,0
nn00844545,6-05-2022  7:355:00 AM,353570/35  KARPATY,PKP Intercity,06-05-22,Kraków Główny - Gdynia Główna,8:3535:00 AM,0,Gdańsk Wrzeszcz,0
us6000i9bb,6-05-2022  7:355:00 AM,96233523,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Wrzeszcz,8:3523:00 AM,10,Gdańsk Wrzeszcz,1
nn00844542,6-05-2022  7:355:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:233:00 AM,0,Gdańsk Wrzeszcz,0
nn00844540,6-05-2022  7:355:00 AM,995354/5  ,SKM Warszawa,06-05-22,Pruszków - Otwock,7:49,0,Warszawa Włochy,0
ci40078063,6-05-2022  7:355:00 AM,9383523/3  ,Koleje Mazowieckie,06-05-22,Skierniewice - Mińsk Mazowiecki,7:59,8,Warszawa Włochy,1
ak022a5mo00i,6-05-2022  7:355:00 AM,993350/35  ,SKM Warszawa,06-05-22,Warszawa Wschodnia - Pruszków,8:00,0,Warszawa Włochy,0
nc73765860,6-05-2022  7:355:00 AM,935408/9  ,Koleje Mazowieckie,06-05-22,Sochaczew - Warszawa Wschodnia,8:353:00 AM,24,Warszawa Włochy,1
nc73765865,6-05-2022  7:355:00 AM,9358023/3  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Grodzisk Mazowiecki,8:354:00 AM,0,Warszawa Włochy,0
ci40078055,6-05-2022  7:355:00 AM,935374,Koleje Mazowieckie,06-05-22,Żyrardów - Warszawa Główna,8:356:00 AM,21,Warszawa Włochy,1
nc73765855,6-05-2022  7:355:00 AM,93450/35  ,Koleje Mazowieckie,06-05-22,Pilawa - Sochaczew,8:358:00 AM,10,Warszawa Włochy,1
nn00844537,6-05-2022  7:355:00 AM,93440/35  ,Koleje Mazowieckie,06-05-22,Mińsk Mazowiecki - Sochaczew,8:239:00 AM,0,Warszawa Włochy,0
nn00844536,6-05-2022  7:355:00 AM,9933523/3  ,SKM Warszawa,06-05-22,Otwock - Pruszków,8:33,0,Warszawa Włochy,0
ci40078047,6-05-2022  7:355:00 AM,935404/5  ,Koleje Mazowieckie,06-05-22,Łowicz Główny - Warszawa Wschodnia,7:3535:00 AM,11,Warszawa Śródmieście,1
ak022a5mj7ln,6-05-2022  7:355:00 AM,99308/9  ,SKM Warszawa,06-05-22,Otwock - Pruszków,7:357:00 AM,0,Warszawa Śródmieście,0
nn00844534,6-05-2022  7:355:00 AM,935956/7  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Rembertów,7:359:00 AM,0,Warszawa Śródmieście,0
nn00844532,6-05-2022  7:355:00 AM,93958/9  ,Koleje Mazowieckie,06-05-22,Warszawa Rembertów - Skierniewice,7:2335:00 AM,10,Warszawa Śródmieście,1
nn00844531,6-05-2022  7:355:00 AM,995353,SKM Warszawa,06-05-22,Warszawa Zachodnia - Otwock,7:2323:00 AM,0,Warszawa Śródmieście,0
ak022a5m8psg,6-05-2022  7:355:00 AM,359404/5  ,Koleje Mazowieckie,06-05-22,Warszawa Wschodnia - Sochaczew,7:235:00 AM,0,Warszawa Śródmieście,0
ak022a5m8j8k,6-05-2022  7:355:00 AM,935670/35  ,Koleje Mazowieckie,06-05-22,Piaseczno - Warszawa Wschodnia,7:236:00 AM,21,Warszawa Śródmieście,1
nn00844529,6-05-2022  7:355:00 AM,232363523/3  ,Koleje Mazowieckie,06-05-22,Sobolew - Radom Główny,7:238:00 AM,0,Warszawa Śródmieście,0
nn00844526,6-05-2022  7:355:00 AM,9323823/3  ,Koleje Mazowieckie,06-05-22,Grodzisk Mazowiecki - Warszawa Wschodnia,7:239:00 AM,23,Warszawa Śródmieście,1
nn00845146,6-05-2022  7:355:00 AM,999350/35  ,SKM Warszawa,06-05-22,Sulejówek Miłosna - Warszawa Lotnisko Chopina,7:323:00 AM,0,Warszawa Śródmieście,0
nn00845097,6-05-2022  7:355:00 AM,935406/7  ,Koleje Mazowieckie,06-05-22,Łowicz Główny - Warszawa Wschodnia,7:33,0,Warszawa Śródmieście,0
uu60509032,6-05-2022  7:355:00 AM,9355323/3  ,Koleje Mazowieckie,06-05-22,Celestynów - Warszawa Zachodnia,7:36,30,Warszawa Śródmieście,1
ak022a5m531c,6-05-2022  7:355:00 AM,9359023/3  ,Koleje Mazowieckie,06-05-22,Góra Kalwaria - Warszawa Wschodnia,7:38,0,Warszawa Śródmieście,0
ci40078039,6-05-2022  7:355:00 AM,935840/35  ,Koleje Mazowieckie,06-05-22,Mrozy - Warszawa Zachodnia,7:40,23,Warszawa Śródmieście,1
nc73765850,6-05-2022  7:355:00 AM,99806/7  ,SKM Warszawa,06-05-22,Warszawa Lotnisko Chopina - Sulejówek Miłosna,7:423:00 AM,99,Warszawa Śródmieście,1
uu60509027,6-05-2022  7:355:00 AM,993350/35  ,SKM Warszawa,06-05-22,Warszawa Wschodnia - Pruszków,7:43,0,Warszawa Śródmieście,0
nn00844524,6-05-2022  7:355:00 AM,935958/9  ,Koleje Mazowieckie,06-05-22,Skierniewice - Warszawa Wschodnia,7:45,0,Warszawa Śródmieście,0
av91068033,6-05-2022  7:355:00 AM,53236/7  ORŁOWICZ,PKP Intercity,06-05-22,Olsztyn Główny - Kraków Główny,7:47,31,Warszawa Śródmieście,1
pr71364288,6-05-2022  7:355:00 AM,232372323/3  ,Koleje Mazowieckie,06-05-22,Warka - Dęblin,7:49,0,Warszawa Śródmieście,0
nn00844523,6-05-2022  7:355:00 AM,9355023/3  ,Koleje Mazowieckie,06-05-22,Otwock - Warszawa Zachodnia,7:535:00 AM,0,Warszawa Śródmieście,0
pr71364293,6-05-2022  7:355:00 AM,9993523/3  ,SKM Warszawa,06-05-22,Sulejówek Miłosna - Warszawa Lotnisko Chopina,7:55,21,Warszawa Śródmieście,1
nn00844521,6-05-2022  7:355:00 AM,596230,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:359:00 AM,0,Gdańsk Przymorze-Uniwersytet,0
nn00844520,6-05-2022  7:355:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:234:00 AM,17,Gdańsk Przymorze-Uniwersytet,1
nc73765845,6-05-2022  7:355:00 AM,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:239:00 AM,22,Gdańsk Przymorze-Uniwersytet,1
ci40078031,6-05-2022  7:355:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:35,21,Gdańsk Przymorze-Uniwersytet,1
uu60509022,6-05-2022  7:355:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:39,31,Gdańsk Przymorze-Uniwersytet,1
pr71364278,6-05-2022  7:355:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:44,36,Gdańsk Przymorze-Uniwersytet,1
ci40078023,6-05-2022  7:355:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:49,0,Gdańsk Przymorze-Uniwersytet,0
ci40078015,6-05-2022  7:355:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:54,38,Gdańsk Przymorze-Uniwersytet,1
us6000ibvq,6-05-2022  7:355:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:59,0,Gdańsk Przymorze-Uniwersytet,0
us6000i9f8,6-05-2022  7:355:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:359:00 AM,41,Gdańsk Przymorze-Uniwersytet,1
uu60509017,6-05-2022  7:355:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:323:00 AM,5,Gdańsk Przymorze-Uniwersytet,0
ci40078007,6-05-2022  7:355:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:230:00 AM,357,Sopot Wyścigi,1
ci37435172,6-05-2022  7:355:00 AM,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:2323:00 AM,0,Sopot Wyścigi,0
ci40077999,6-05-2022  7:355:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:30,0,Sopot Wyścigi,0
nn00844518,6-05-2022  7:355:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:323:00 AM,47,Sopot Wyścigi,1
ak022a5lk3zi,6-05-2022  7:355:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:435:00 AM,0,Sopot Wyścigi,0
us6000i9ap,6-05-2022  7:355:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:43,35,Sopot Wyścigi,1
ak022a5lfb59,6-05-2022  7:355:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:50,0,Sopot Wyścigi,0
uu60030774,6-05-2022  7:355:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:53,0,Sopot Wyścigi,0
se60158748,6-05-2022  7:355:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,8:00,35,Sopot Wyścigi,1
tx2022pmkm,6-05-2022  7:355:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:3523:00 AM,0,Sopot Wyścigi,0
us6000i9aj,6-05-2022  7:355:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:235:00 AM,41,Sopot Wyścigi,1
nc73765840,6-05-2022  7:355:00 AM,95607,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:356:00 AM,0,Sopot Kamienny Potok,0
ci40077983,6-05-2022  7:355:00 AM,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:357:00 AM,35,Sopot Kamienny Potok,1
nn00844513,6-05-2022  7:355:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:236:00 AM,5,Sopot Kamienny Potok,0
nc73765835,6-05-2022  7:355:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:237:00 AM,0,Sopot Kamienny Potok,0
ci40077975,6-05-2022  7:355:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:36,16,Sopot Kamienny Potok,1
ak022a5kv6gc,6-05-2022  7:355:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:38,0,Sopot Kamienny Potok,0
uu60509007,6-05-2022  7:355:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:47,14,Sopot Kamienny Potok,1
av91068028,6-05-2022  7:355:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:48,0,Sopot Kamienny Potok,0
ci40077967,6-05-2022  7:355:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:56,0,Sopot Kamienny Potok,0
ci40077959,6-05-2022  7:355:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,8:06,12,Sopot Kamienny Potok,1
hv73103557,6-05-2022  7:355:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:07,0,Sopot Kamienny Potok,0
ci40077951,6-05-2022  7:355:00 AM,9572335,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:358:00 AM,0,Gdańsk Żabianka-AWFiS,0
nn00845395,6-05-2022  7:355:00 AM,597356,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:234:00 AM,21,Gdańsk Żabianka-AWFiS,1
uu60509002,6-05-2022  7:355:00 AM,95405,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:238:00 AM,0,Gdańsk Żabianka-AWFiS,0
pr71364273,6-05-2022  7:355:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:34,0,Gdańsk Żabianka-AWFiS,0
nc73765825,6-05-2022  7:355:00 AM,95407,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:39,36,Gdańsk Żabianka-AWFiS,1
us6000i9a2,6-05-2022  7:355:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:45,0,Gdańsk Żabianka-AWFiS,0
us6000i9a8,6-05-2022  7:355:00 AM,957235,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Wejherowo,7:48,0,Gdańsk Żabianka-AWFiS,0
nc73765820,6-05-2022  7:355:00 AM,597358,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,7:55,38,Gdańsk Żabianka-AWFiS,1
nn00845086,6-05-2022  7:355:00 AM,95409,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:58,0,Gdańsk Żabianka-AWFiS,0
pr71364268,6-05-2022  7:355:00 AM,597234,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:354:00 AM,0,Gdańsk Żabianka-AWFiS,0
ci40077935,6-05-2022  7:355:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:237:00 AM,38,Gdańsk Żabianka-AWFiS,1
pr71364258,6-05-2022  7:355:00 AM,597236,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Wejherowo - Gdańsk Śródmieście,8:230:00 AM,0,Sopot Kamienny Potok,0
ok2022pmhg,6-05-2022  7:355:00 AM,95403,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Stocznia-Uniwersytet Morski,7:356:00 AM,41,Gdynia Wzgórze Św.Maksymiliana,1
nc73765815,6-05-2022  7:355:00 AM,59606,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdynia Główna - Gdańsk Śródmieście,7:359:00 AM,0,Gdynia Wzgórze Św.Maksymiliana,0
us6000i99v,6-05-2022  7:355:00 AM,95607,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Gdańsk Śródmieście - Gdynia Główna,7:233:00 AM,45,Gdynia Wzgórze Św.Maksymiliana,1
nc73765810,6-05-2022  7:355:00 AM,59806,PKP SKM w Trójmieście Sp. z o.o.,06-05-22,Lębork - Gdańsk Śródmieście,7:30,0,Gdynia Wzgórze Św.Maksymiliana,0
